provider,model,problem_identifier,presentation,historical_audit_payload_sha256,historical_logical_request_sha256,historical_cell_sha256,release_derived_transmitted_body_sha256,custom_id
openai,gpt-5.6-sol,block_split_explore_toy_26,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,64e3f0cfc4b5d29846b9efe0f0cb2e81fd2898d56e3d7acd4da9d14620cfa7ef,b2868c742b6ec5762248baaa5b9689b8f138716890da7a8f8aa3c7f2aadeb3ba,f3325b39c53a41282c3a1fdb9c75b8cce1fc1f68c5a0f11d01c68f24cb6671e2,fsb_b2868c742b6ec5762248baaa5b9689b8f1387168
openai,gpt-5.6-sol,block_split_explore_toy_28,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,02d63cc91bbed614a69a08af1ab861ab15ee8269f330de6cb0feae8fa844c5ac,7676d3d89e935eae9438858dd8a41deb55a6aad7bdf16832ca684817829df0f2,760497ddb65680d15bda008591373acabe1590db05238e5cc251d0b16603fe8c,fsb_7676d3d89e935eae9438858dd8a41deb55a6aad7
openai,gpt-5.6-sol,block_split_explore_toy_30,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,c76096780136ef09d27c62b3ca4ddcfb4d42e0a1c6a1e1129163d2e8389a99cb,402397f7180fce903102b80b41f6a5842a26b49fb07a0d6c0d9e12acb33e47fc,f83302e8fb6663a587697c0b72d18fad744aa7ad7cace445e7cd2a8114c228cf,fsb_402397f7180fce903102b80b41f6a5842a26b49f
openai,gpt-5.6-sol,block_split_explore_toy_31,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,082707782ad10785f2b5d1c63c10cebb396482f821e94671ae4e5a30d1ec45cb,0ea718587705d0361d60d24bc0777423ff11620708747cd7d1520139deddc525,64d2bd1764dc2fc0518cd2d57f48d18d68df1b8c53c6a3a250d01edba707358e,fsb_0ea718587705d0361d60d24bc0777423ff116207
openai,gpt-5.6-sol,block_split_iter_original_001,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,065b777b53a4ce44f4ee0b82700a07fb2f769592423b13a5e5bc9922c4d95280,2910353e537749b7cc6424c049d2d6b15a45399463605900bcd54f89b225c142,91537b524216aac0e60c09b986d0d1c9917f5c6b451a8bc67ff59b4cfb988d91,fsb_2910353e537749b7cc6424c049d2d6b15a453994
openai,gpt-5.6-sol,block_split_iter_original_002,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,1c0ab4bff7527d6d5f3a126a2deec2c5ccf7addafb79accfa1e20fd03459086a,e653bd606529dde2e167f012043b230f55b49b374ede7f32bbc2927549e4b0c0,4cd8e595c37d096fa588139b210dbcad44739628c7e68518235d42662cb9fcfb,fsb_e653bd606529dde2e167f012043b230f55b49b37
openai,gpt-5.6-sol,block_split_iter_original_003,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,41ae2083050e449ba77f4e7387ee9da9ac7ea591b484b7ed926aa339fee08943,2f0919022e4eff7f1ba7e3a5ced475b9179109120ccad58b4fd6ba403750d85a,35fcc70823e830e5aa536230277b93dfcc92ff1f0f5d17b9defccec6fb088ae7,fsb_2f0919022e4eff7f1ba7e3a5ced475b917910912
openai,gpt-5.6-sol,block_split_iter_original_004,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,2644a6e0c5f59811944370afdc12598dad9e5889b226bd6b6db41f1e87956d6d,535673408249db526fe667e5b3eb3ef4fefa1ed1c81f966cb3d18e6541c2021d,85999d0f2859411c4890fc3aa2acfae78c841729dc2c7d7b6b35dbbdb858b08a,fsb_535673408249db526fe667e5b3eb3ef4fefa1ed1
openai,gpt-5.6-sol,block_split_iter_original_005,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,35d68e759ea7b723c3ec794ace406a16a85e6e212a48ebc7f4806b3575bf45bb,0d1014ac2fe009f18af5cafb7e61d4df4b8ea1a9e5dfb90682f0018d2dcce13b,3ca0a38b901678be563de14f6894dbcbd8e762d3f28ad775e17bdb3a482c030e,fsb_0d1014ac2fe009f18af5cafb7e61d4df4b8ea1a9
openai,gpt-5.6-sol,block_split_iter_original_007,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,5bb284a0e80e30df03b99a38490cf4b54a3a0c237c96c7e25ab3feed24227810,a357695d481e080ab189c6b2260555c6ebca30e6b7d64918651a39b4051309e3,bc6c2f7cd2f028cc7ac1999e1bf842a7e7ba801808ce555c47b9a0060b88b405,fsb_a357695d481e080ab189c6b2260555c6ebca30e6
openai,gpt-5.6-sol,block_split_iter_original_008,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,9a69a52325cce8b61a4890bfc9359d5b5106dfd9ed210b47011221b27e44b7a1,cb391e4a4c568c9faed6445916b1efd81611f1aeb20015241006d9ff9129dcfe,5e226095815a05703b56b0c0e3a30f760de8d981a987878da0620fc93be5b0df,fsb_cb391e4a4c568c9faed6445916b1efd81611f1ae
openai,gpt-5.6-sol,block_split_iter_original_010,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,28e0f6fc5d0f2255e6ff28e15393c53df13c01534600279471384c8250707778,98d1414d27fd603eb36960a94f6c09fc62abca2fd3af133df95998b8973f407b,918106127d5305fe0699bc56778f870929efd0c3860fea3918f17feb52f84f29,fsb_98d1414d27fd603eb36960a94f6c09fc62abca2f
openai,gpt-5.6-sol,block_split_iter_original_011,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,7c01979c2307853333261ec65e623eb97c9ee4e86c4024f8675bbcd4004328f3,24fcb0994656d4e775fbd04a1fd77c17a93bf957e0e1f862de5a2972994b72a1,35b1071786c3e98681eb3da29789b8d6a819d1ce7a9eef4ed819517c4f23cca1,fsb_24fcb0994656d4e775fbd04a1fd77c17a93bf957
openai,gpt-5.6-sol,block_split_iter_original_014,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,146c9e5289b0526e0846fc343a4ce12739b144a93d9147fcab73819b921e55f1,b3996a49a124f418896a5332dcfd9e3acc8ae4656fd6d09f6624c78ec9a02229,dbb618a418153e0471c0f984f5ad1d1cd6a07b8916a987c7302684c2fb237913,fsb_b3996a49a124f418896a5332dcfd9e3acc8ae465
openai,gpt-5.6-sol,block_split_iter_original_016,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,09ffdbcab8f2bbbfb36942e2ff52e83bbadb07e6332b2e7d548ca1ad47b6e8cf,a94e0e08c79c6f5ef32a255153ecc11b837df43e6499481dc252484d328581d5,d785d5a7d5dc96560928adcb38d4605432215360f141b82968d9c051a7f5b743,fsb_a94e0e08c79c6f5ef32a255153ecc11b837df43e
openai,gpt-5.6-sol,block_split_iter_original_017,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,a026478c6c72ad18cac4688e465126535dcde718fb8f1b7a51cd459cead0ce92,963785c252b2a7929c275958a220d6283d5bca3e1c915117cedcb796da0cbea5,0cd0dd8e45333898b37df770e12db507b2303d8c1ddf592223f9c937f655013b,fsb_963785c252b2a7929c275958a220d6283d5bca3e
openai,gpt-5.6-sol,block_split_iter_original_020,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,3b6c0178dd2765319ae7533e0c8d3eb410b328679f71e113fb872cc462d860cb,a849ae4f11abb54861db9591c614228c8a73e796c1c09c88a3b1e5b5aa8d1924,9ae9c062fc0ab4d18f7b0d4c9921d253bf28f2ceba661975970f8b7c0df85179,fsb_a849ae4f11abb54861db9591c614228c8a73e796
openai,gpt-5.6-sol,block_split_iter_original_021,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,d53f121cf206a2bc5f82b55fb334ca47bbcbe8a1ab9e664dcd80cb09edeca407,81fb7e10dcdecc6baab5e5c3712c5b15d91e4579f3ac5f2ede540f28fa019bed,16cf8ac1ecb464e18155ae277a15db824b47af68924317889450a3e1febeeae2,fsb_81fb7e10dcdecc6baab5e5c3712c5b15d91e4579
openai,gpt-5.6-sol,block_split_iter_original_023,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,b1205c15810b643347a582bc2b3b2838e655d0eb230cfe95f476511248f96297,692945e56b54737e2b76d9652f176b65bb51183f3425e90c960365a35dfd4caa,3014929edd95132be05b09c48a5a08a4501fc0b876e32c536d2da40c9e9ffb37,fsb_692945e56b54737e2b76d9652f176b65bb51183f
openai,gpt-5.6-sol,block_split_iter_original_024,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,39ac5b8ad288e5a05dadcd95218f63d5728704b920eb9302a6819a5e9cbe5bf4,85b588ac0f7de2a93a87fb89789f90819c289e160879441c22b08cc732bc078b,9dfc2967ea7df66ac06b293d84989a526601cac0ca019b989e2248fb27a059fa,fsb_85b588ac0f7de2a93a87fb89789f90819c289e16
openai,gpt-5.6-sol,block_split_iter_original_025,multi_image_generic,f3acec54a2cc65aed1e69070ccbf17ebd9ef748a37a22a9ccb9f36ca7547572c,412fd0760bda7b7cae99821b59a69b86e77cc0ec91468095a1ed5e4c30173552,5ea2b07a3ffac4e60979d1784648acaa510b149a02cd5155a56710da7cbd3b86,56a9b875b67802b3fb8a79e3f4aa31628eaf0b9035cd212dae7779f77be694c9,fsb_5ea2b07a3ffac4e60979d1784648acaa510b149a
openai,gpt-5.6-sol,block_split_003,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,21856e80e1c784b9acf0dcc5208f2e52d10f97d76da7a1b852f225146de531fa,95461854fcb8a8008a097078357efb2f5ffc993bc659ece920080f2a8cf07c20,93156d15386aa6efb581faab754b44dea13f34cd01b61192f6f80fb20f079800,fsb_95461854fcb8a8008a097078357efb2f5ffc993b
openai,gpt-5.6-sol,block_split_006,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,356aea5d8b9ad4c504ea3f8362d19ae2535196e361bfba92ba4754adbbb9df59,ad8f5ff0a04923a99da396baa55b67b5bbd0ef04efd33839c28c4d32a1f0de02,ef751c2458ebf18ae2399da5ac0da903559d7e68305778c66d0ce0afaf1b5289,fsb_ad8f5ff0a04923a99da396baa55b67b5bbd0ef04
openai,gpt-5.6-sol,block_split_007,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,102c642bfa8d4388889c0ced660a3f054ed8ca5dae5ef6efaf11902b665cd4bd,008008f4de662802111aebe39b1d596ebca1f975f71499c02c5efd68847f6466,872959d7964abf79e73d29ba96b7daea6f067bf09c247218c0af76039937377a,fsb_008008f4de662802111aebe39b1d596ebca1f975
openai,gpt-5.6-sol,block_split_008,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,f1a3e004a48bcb25f40d6586777f601c4d3368b8f60e7c62c441fa04b74fcc2e,ab64b06ef54c8ece6126efb58fcf4e448078a82b211580002baf00e825813a3f,a735da0a0937bee2f695f542850721bc8aed991b24420347d1532245f502d87d,fsb_ab64b06ef54c8ece6126efb58fcf4e448078a82b
openai,gpt-5.6-sol,block_split_009,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,be1a6cd4176a69016f6004c287d4c0a839723db2ad874d26c2230c454375f83e,72bfa82977ff72e5ea1de51f7be32858252e65ffc981442496795341385d762b,429ec318260cc106266ccca4de1d0e7721533150ccbae05550a27581ea108ed1,fsb_72bfa82977ff72e5ea1de51f7be32858252e65ff
openai,gpt-5.6-sol,block_split_010,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,46d393565088906597d8be1cfc06066ac37377ccbdbedcf88933e96762bbe271,a7319f4fdf8a442b8d0aa1ac9dc9f443951a61cf9c83d708203e80e05c14ab7d,b16219fc31a2b9bd9d69cd9fa30954e656d5ff1b01691abafe1955d950d7af2b,fsb_a7319f4fdf8a442b8d0aa1ac9dc9f443951a61cf
openai,gpt-5.6-sol,block_split_011,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,0b1d95a8c68cf0b372dde147082b44d97367d93959271caf78d4c69dfce9e235,06c0e3f1eae0a69279297ec6ea5e043c0f171feaceaa8069dc9975d6efe86afd,574e958fc915442eeb1624e9c4332eb170f169b826766e5fc736bb7eae9089b9,fsb_06c0e3f1eae0a69279297ec6ea5e043c0f171fea
openai,gpt-5.6-sol,block_split_012,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,4ba5bd4395991091fdf4fdb7a5961681d3393fcd064bef650546c83c215e2756,4f68c30930d42ce0a2936b6fa80c148185d94327078de3aad0e3809a22f356bb,968c63a31de1a9ecbd09091af6e8d5e9389ec2670beb89c9fa085d7c03a20bb0,fsb_4f68c30930d42ce0a2936b6fa80c148185d94327
openai,gpt-5.6-sol,block_split_015,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,e0ec0eb11ee017d59dcdadd06d24bfd290fcd26fed4ddf81f1552623c8b09b33,9ba5c963055153b7c1af7327c4b160e1815f4f7d0ed55fd42ed8929b6f2d00ce,2081a5a4aad19e3bc71368262de7c6c35d90f1c128e17716ee0b7e712d4c887e,fsb_9ba5c963055153b7c1af7327c4b160e1815f4f7d
openai,gpt-5.6-sol,block_split_016,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,dda053d09a07f8dc9e4bdfb99e7660751d81116ef6ee34927a87688b315f7fc0,90b65f0cf343cb8d01acab99f360212d0849b3e6f8f988fc646638bac612d71f,f4acb378ae27194ef73643ae5e3e77e86b2d3dc68b107cfdb761ff15f87071d8,fsb_90b65f0cf343cb8d01acab99f360212d0849b3e6
openai,gpt-5.6-sol,block_split_017,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,e2d78cc7459290b53be0fa12f0be7685f81496d67746083395c386075c6f1faf,6831effa0c892339a4241a7fa38fa41e9583a495ed525e167bb648e352877d4e,fbdb4e127cde7d4ef11f2094f019a8ce101361db93699c6048f4e3100d3ca479,fsb_6831effa0c892339a4241a7fa38fa41e9583a495
openai,gpt-5.6-sol,block_split_018,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,61c5dc6b3739c87ff2498ebe9fac6b6d51c560f599f552b4aba02b3baf5860b2,3f7472a6ca23f1cd6e20c21d1c4e4790ed6ddb20389afb57b672c49aeb8800e1,e2dcfaa914516810a832ad8974592e0bbc94cb9105ee7bbff51d49c1817d2c8b,fsb_3f7472a6ca23f1cd6e20c21d1c4e4790ed6ddb20
openai,gpt-5.6-sol,block_split_019,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,ae43ef6988c0b354664b0d88e1b217f1c7beff9b98f96065f4a4aa0c1a009a2a,b6786cbd686b9e4556d2a85e82cdadd2719788e04f4a5a44606c39025c2fb90d,02262c1995d44bf26db03cbf69d52fe070fde3866d225b695c9fe09f2b5c55c0,fsb_b6786cbd686b9e4556d2a85e82cdadd2719788e0
openai,gpt-5.6-sol,block_split_020,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,bc9a7d9564623e1c7876a3202a350ea4efe9c3de09ecf0d751c1f1bb6d6f7092,43393246cde3ea8c84dffa9c57c5046e441d375dc5515113a9f4c0ea87e8ac9d,d2f41ad433a7ecb66d87f91bd2c7109ad51887535261431379b530cc92b3bc14,fsb_43393246cde3ea8c84dffa9c57c5046e441d375d
openai,gpt-5.6-sol,block_split_021,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,64a7588e08efa714f549623c82c47818112517673169170c90a3fc315edc8d09,8480d6f85aa0855e879f7c3f423161ca0105317a320398728e966488729ea6a6,ae61cac889c1ca275bab81a0732e3e8cb7f54d95566171924338c44793b9e46f,fsb_8480d6f85aa0855e879f7c3f423161ca0105317a
openai,gpt-5.6-sol,block_split_022,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,4c2cfb7985b70465c1ab141f1557ed870a1ac6dc6b478bc563e7b42a435f154e,d2514a7638d1ea118c296ce60d8c6b4c0385dc1be8fc3e11c25dc30b349b4114,19dd03c0b0f3e1caccf61ec0ce3fbccc5fa74faff6bd53eeb9bc8cc101f60757,fsb_d2514a7638d1ea118c296ce60d8c6b4c0385dc1b
openai,gpt-5.6-sol,block_split_023,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,49cf00272d9288a89ec052cfd76f3af2f5d26d390579b08f3404197fe29e4c8b,5e82f9a29f5d214613191331c33d49ab80ce5fd34ad125078b0a868e8ffadb7a,083078f58faac624c628d722f70fede87ff664e9b8428b85a175d5fdeeb85aac,fsb_5e82f9a29f5d214613191331c33d49ab80ce5fd3
openai,gpt-5.6-sol,block_split_024,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,830684ee2e500ca25ee2ec0a467e8f3fb2c1779e61b80a70b36ff9c3220477a8,e0e4efa052abbfb9b783fa8ae65003c63612d3cf5ea9debfc1f9fe1edb269a49,e3af8b94183abc4bf0ca517b699c36812ca52d8ddf2ab92c59a137ca9e82697c,fsb_e0e4efa052abbfb9b783fa8ae65003c63612d3cf
openai,gpt-5.6-sol,block_split_026,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,b30d7d223e3145efc1a86a0ae6b9b77abd7817200d4ded29d7eaee1016be798f,dbd49b3603da058df7c8b6653a1a6b2c3465d1f78be82393df29dfa40a56fd69,c1d936a2e00485287c9d55a0a5a318c6e244e962b97ca4e950ed48b08eb095a5,fsb_dbd49b3603da058df7c8b6653a1a6b2c3465d1f7
openai,gpt-5.6-sol,block_split_027,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,09cc482184e99b02967a9f8cbc7005fc5e00d9ae39a6c5447d4d360c38234d7e,66a76469b4a51a49affb472f08454198f7fc14210eee94817e5b0386b3c408fd,8c06dd0cba3b7c77bc213bbcfac5a14d000542e243c1d83c7b93374520f261b6,fsb_66a76469b4a51a49affb472f08454198f7fc1421
openai,gpt-5.6-sol,block_split_028,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,df41057f3fe61c7b727ee880291f905937bdbade303ae22ab33089d5c49f6151,b669f6b2c01cb4439d345de4862cc10918e45fefd5ad57a62b6da61f67c693ef,da55a0d458ba7237c15512a194e78527a01ff907e000f2b760ec6463da3a8a03,fsb_b669f6b2c01cb4439d345de4862cc10918e45fef
openai,gpt-5.6-sol,block_split_029,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,087629dd8d345d560cf268e04a8f829ab81a01949fafef18ef18c0bae95e6ed8,cf27645b33ed9fa7feec154ca02b40620ff848cdaa90e105024e77a77776848b,1deaf058adb8fa8120a039c3068149a18dce0e900075f8db3154dde6226cfacf,fsb_cf27645b33ed9fa7feec154ca02b40620ff848cd
openai,gpt-5.6-sol,block_split_030,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,896fe47cb94b7be698852175396d9f11aebcb70cff9dababe294bb8044421ac5,8ca722088a14df8a52a5ffda59dc3eaf7365e79a26f48a94a1252ac931653385,d90797f47a28854ced313c3b90b6d99b30facc4f9241b15661bd82b61c3d3983,fsb_8ca722088a14df8a52a5ffda59dc3eaf7365e79a
openai,gpt-5.6-sol,block_split_031,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,b1a787ef7bdb5859c2146a0d0ab2461447d5f57277cf3f55fd4b9ffabee7df40,c941ddf6eebbd2cf398dc1da8ef9539933c225f77e29a48a0dd4fbb78cb83c42,78090b7e57449ba83799bbb19b212f692e0bb99b42de185a1ce46515bc2d2179,fsb_c941ddf6eebbd2cf398dc1da8ef9539933c225f7
openai,gpt-5.6-sol,block_split_032,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,7d4730efd7ebf8a179ae3933d567c7baec118cb46e616ed47578db9cdc41fe2c,2d539a89c98f8d7d0726e93ab8c70e7c987318c011b530b184eff9525d1d16ca,07d8ead43b806490e1adea55968fd153e2a22ff650e0f45a8a9527560fb4b056,fsb_2d539a89c98f8d7d0726e93ab8c70e7c987318c0
openai,gpt-5.6-sol,block_split_034,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,d1fff8d693a825379f339ed5d82dc3b3a414450c4366c7717024e28fd29d1be9,860f3479d5813dd936eed35755a9d9ca1bc79d36b4ba90b133642ec45443622f,952369f3e4b333b6d142788934407e79fcb5f550a6c714cf0150986992eb842c,fsb_860f3479d5813dd936eed35755a9d9ca1bc79d36
openai,gpt-5.6-sol,block_split_035,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,714da9f5ca7304ed5ff2f0982101f5fd3b9ce993782559961f24f72aacfee555,00334fe8a219addda0ac1e006bd69a82e769d38e306708944fca70acd998711e,fda2aa4df800fa6409939979474178ddc638ab607d4b512c05e8cb5d9e80750c,fsb_00334fe8a219addda0ac1e006bd69a82e769d38e
openai,gpt-5.6-sol,block_split_036,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,46f67020d050be0663d8e825df46bdc61973e9fbb651d5b00375cd06ab13b892,6571bf9683ee9052bb9b030e298260450c4b963c43980e0a13df2c28ceec9897,a7050dd6b9be0404cf7faf8122673b075fffd56a5a532a0e849c950fc1220002,fsb_6571bf9683ee9052bb9b030e298260450c4b963c
openai,gpt-5.6-sol,block_split_039,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,0587a8c5cd92f6de76765aef03bd2434c33d1f24b64a4489b889a6ec8ccc5347,d06315a48defb829b15635d72c1833c1d61b5568e558a0bb7fa00f580aa27c15,e9c26e1b093f520c61b2579c6ea49738bc5cca026602af95baafc4fab4a2a764,fsb_d06315a48defb829b15635d72c1833c1d61b5568
openai,gpt-5.6-sol,block_split_040,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,143b411269fd84a39ac2f723207108e077a0dea82c5de16bd7bc722c78f35e72,050e233bc304dc8c529ccd92ec14d104434f5f840b56c32773daee9f72f297fb,6ed87d5bd176eadda6c05eb32583d63cf42909da4d18302b8a49c5303df3cc6e,fsb_050e233bc304dc8c529ccd92ec14d104434f5f84
openai,gpt-5.6-sol,block_split_041,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,8462b6f4af4db2f653778a100e480a68cfb99b22b7b4e8ffb87c9972779b91c3,f67827825f9c850c8140551b94755ff1784a595d5f2cb128db9a0bf0bad64cb3,fbd3c71692094867327c2ea62317403a8f21f3050c26f22b78e634beb49250ed,fsb_f67827825f9c850c8140551b94755ff1784a595d
openai,gpt-5.6-sol,block_split_042,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,20fe7b6564294c84bdbf1ddaa8b7b6ab7ee091114032588bfe19f02fa8d12302,484c2eb22f3997913dc23bac8bd4e226c96c885f0cacb9ee78f186f5abddce11,0e45904fb90bb19b9f6a4f5e0aeddfd2698f595b0fe91724698cac0fb55dd56f,fsb_484c2eb22f3997913dc23bac8bd4e226c96c885f
openai,gpt-5.6-sol,block_split_043,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,feb1ba5d06ea67fd4d406892c29450ee63416bc5b827cb0396d600257a3f898f,7bbe30454d5c1e8b7f440019513f396273c2e5039bf1db5c93bdabdb935d4a82,28f146fee4792693b984cec7604cf0a4f803399065fba07078fc1411d58b7516,fsb_7bbe30454d5c1e8b7f440019513f396273c2e503
openai,gpt-5.6-sol,block_split_045,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,b06d7d8ac389eda08db44379f01a91412075beb7ca660b07183e5636adc96b49,c23089a1e1c543f7ed8cb118bb91562d0eee23b8a8aeb7cd0c679758e902ffce,3b9e49adb4f0e133294676dc631c010c8be0bad0e25894b68094127ec079dcf6,fsb_c23089a1e1c543f7ed8cb118bb91562d0eee23b8
openai,gpt-5.6-sol,block_split_047,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,f93349f360f2fa9c3f4c0cec5ac1e505e5270f6d2a5c0378b6245857c69284ed,f818a949c0b2c394090671a11f44d8ba350ad18b8720b8187ed78037f52607ce,f0d454bfc4704e69029e764dad66fcf50c44e447884041c8998a408fee5ade03,fsb_f818a949c0b2c394090671a11f44d8ba350ad18b
openai,gpt-5.6-sol,block_split_049,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,27586c7ed4b947f469fd98efc376795f7e5903ca58f6caf537029095463853e9,e7c7c1b5bba437cf3fcef348ff468fc4ac6809ba4f1fd66109ebac659ad76bc1,10950d885a4e14cd41226e6f54f8e0b7c3bf269b09eaa0de1cb31c337da8268c,fsb_e7c7c1b5bba437cf3fcef348ff468fc4ac6809ba
openai,gpt-5.6-sol,block_split_050,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,548fb55f1de26f694efd0e7ff31a6173875b5bd9b7183e32e2a95f2069615624,8cc33f827cc38c85256646c69d07e2c4499d85d68ff3f090da53260e0849977b,acb2eb9ed973f17c460d5c78be951fa69d8bd635909541bf87681fd623b9ae23,fsb_8cc33f827cc38c85256646c69d07e2c4499d85d6
openai,gpt-5.6-sol,block_split_051,multi_image_descriptive,16cc4e8878d43432cb545de3e2a0ff372f1a7f78908eed18dc7578111f2e0b31,8aba8ae04b243184248fdb773158b4edd88f23db0df370f04ad8eadb392808ec,6ba8e2d12919cc6472540c05b0b38790ba8105642345a43c05e6db43106b7ad9,99035d6757fbb70e4dab29ef8126915aae87163aa928779d568c0bd695393605,fsb_6ba8e2d12919cc6472540c05b0b38790ba810564
